scat SCAT WCSTools 3.9.5, 30 March 2017, Jessica Mink (jmink@cfa.harvard.edu)
 BSC   0.0000000   0.0000000 J2000 r= 180.00 at epoch 2000.0000
BSC_number    RA2000     Dec2000     Mag Type  Arcsec
  5165  206.1241667 -16.1791667   5.60  G0  538466.00
  5166  206.1904167 -25.5008333   6.21  K0  518714.83
  5167  206.4037500 -26.1161111   5.81  A1  516731.84
  5168  206.4216667 -33.0438889   4.23  F3  499141.34
  5169  205.9779167  52.0644444   6.02  A1  444778.82
  5170  206.3962500 -15.7675000   6.19  A2  538365.53
  5171  206.7945833 -62.5900000   6.51  K0  411346.80
  5172  206.6637500 -51.4327778   4.65  G8  445888.12
  5173  206.4845833 -12.4266667   5.51  G8  543372.84
  5174  206.7350000 -36.2519444   5.15  A0  489860.08
  5175  206.8650000 -50.2494444   5.91  A3  449209.63
  5176  206.9100000 -50.3211111   5.45  K2  448937.25
  5177  206.3050000  55.8794444   6.50  F7  432679.41
  5178  206.8062500  -9.7091667   6.05  K5  545805.03
  5179  206.5562500  41.0886111   5.87  A5  476604.76
  5180  206.5791667  38.5038889   5.94  G9  483897.35
  5181  206.8558333 -17.8600000   5.43  M2  533230.55
  5182  206.6804167  25.7022222   5.95  G5  517038.55
  5183  206.7379167   6.3505556   6.33  G0  549260.69
  5184  205.6637500  78.0644444   5.91  G7  362675.99
  5185  206.8154167  17.4566667   4.50  F6  534096.12
  5186  206.7491667  38.5427778   5.50  K0  483487.84
  5187  206.6487500  54.4327778   5.70  B9  436764.70
  5188  208.9112500 -82.6661111   5.95  K2  347096.69
  5189  207.2295833 -35.7038889   6.53  G3  490407.39
  5190  207.3762500 -41.6877778   3.41  B2  473544.68
  5191  206.8850000  49.3133333   1.86  B3  451991.77
  5192  207.3612500 -34.4508333   4.19  M4  493504.48
  5193  207.4041667 -42.4738889   3.04  B2  471260.18
  5194  207.9475000 -69.4013889   5.75  K5  389184.41
  5195  207.1612500  31.1902778   5.62  K0  502426.11
  5196  207.4679167 -18.1341667   4.97  K0  530926.09
  5197  207.5270833 -29.0813889   6.18  A0  506896.38
  5198  207.5808333 -39.9011111   6.44  K1  478229.33
  5199  207.2383333  39.5427778   7.40  M6  479828.60
  5200  207.3691667  15.7977778   4.07  K5  535344.09
  5201  207.4283333  21.2641667   4.91  K4  524908.84
  5202  207.6437500 -19.8972222   6.53  G5  527057.59
  5203  205.5962500  82.7525000   5.98  G9  347518.68
  5204  207.4375000  36.6327778   6.38  A7  487493.72
  5205  207.6029167   5.4972222   6.01  K0  546830.12
  5206  207.9466667 -46.8991667   5.77  B2  457662.08
  5207  208.0200000 -52.8116667   5.25  B9  440093.30
  5208  207.9025000 -36.4333333   6.35  F6  487143.45
  5209  207.8350000 -24.3908333   6.45  G5  517126.40
  5210  207.9566667 -32.9944444   4.56  B5  496092.83
  5211  207.9587500 -32.9947222   6.06  B8  496087.72
  5212  208.0037500 -31.6194444   6.12  F7  499502.26
  5213  207.4395833  61.4891667   5.96  G3  414229.08
  5214  207.7687500  34.7725000   6.65  A5  491834.87
  5215  207.7883333  34.6644444   5.87  M2  492081.11
  5216  207.6154167  58.5394444   6.46  A3  423164.23
  5217  208.4295833 -53.3736111   5.89  B5  437920.13
  5218  208.7037500 -67.6525000   5.71  K2  394132.69
  5219  207.9479167  34.4441667   4.74  K5  492338.51
  5220  208.0766667  12.1652778   6.04  A1  538556.49
  5221  208.3020833 -31.9277778   4.73  B4  498072.92
  5222  208.3866667 -35.6641667   5.54  F4  488244.40
  5223  208.4870833 -47.1280556   6.10  B2  456213.11
  5224  208.4675000 -35.3144444   6.19  K1  489003.64
  5225  208.3037500  17.9327778   5.70  G5  528822.68
  5226  207.8579167  64.7233333   4.65  M3  403845.29
  5227  207.7466667  68.3152778   6.40  K2  392715.07
  5228  208.5691667 -28.5697222   6.04  K2  505695.50
  5229  208.2929167  28.6480556   5.90  A7  506162.67
  5230  208.8008333 -52.1611111   5.71  B9  441063.71
  5231  208.8850000 -47.2883333   2.55  B2  455168.84
  5232  208.6754167  -1.5030556   5.15  K2  544638.81
  5233  208.7425000  -8.0588889   6.19  F8  540871.80
  5234  209.0825000 -54.1319444   6.14  A1  434881.28
  5235  208.6712500  18.3977778   2.68  G0  526898.81
  5236  209.1375000 -54.7044444   6.00  G6  433115.59
  5237  208.9354167 -31.2850000   6.51  G8  498275.39
  5238  208.4625000  53.7286111   5.70  A0  436820.79
  5239  209.0812500 -46.5925000   5.83  K1  456873.58
  5240  210.1366667 -78.5900000   6.09  B9  359463.91
  5241  209.4120833 -63.6866667   4.71  K1  405773.56
  5242  209.6300000 -65.8005556   6.20  K0  399146.01
  5243  208.9583333  14.0563889   6.16  F6  533082.43
  5244  209.1162500   1.0505556   5.91  A8  543119.27
  5245  209.0437500  32.0325000   6.32  F4  496183.79
  5246  209.3654167 -23.0227778   6.14  K0  515989.82
  5247  209.1425000  27.4919444   5.01  K3  506826.95
  5248  209.5679167 -42.1008333   3.83  B2  468688.46
  5249  209.6700000 -44.8036111   3.87  B2  461019.82
  5250  209.6295833 -24.9722222   5.15  B8  511188.62
  5251  209.8220833 -50.3700000   5.91  G8  444952.76
  5252  210.0720833 -61.4813889   6.49  F1  411856.70
  5253  210.2175000 -66.2686111   5.97  F2  397262.42
  5254  209.6662500  14.6494444   6.00  K5  529961.52
  5255  209.6620833  21.6961111   5.76  A0  517833.67
  5256  209.3837500  61.4927778   6.37  K3  412466.87
  5257  210.0004167 -25.0102778   5.77  F7  510133.39
  5258  209.9554167  -3.5497222   6.40  F8  539475.81
  5259  210.3291667 -40.2222222   6.13  K1  472417.68
  5260  210.4308333 -45.6036111   4.34  F6  457568.21
  5261  211.3325000 -76.7966667   5.50  M6  364501.50
  5262  210.3350000   8.8947222   5.99  A2  534626.70
  5263  210.2937500  27.3866667   6.23  A7  504203.15
  5264  210.4116667   1.5444444   4.26  A3  538390.41
  5265  210.5950000 -27.4300000   5.48  K3  503349.01
  5266  210.8591667 -56.2136111   5.92  K2  426649.99
  5267  210.9558333 -60.3730556   0.61  B1  414300.32
  5268  210.7570833 -31.6838889   6.18  F8  493173.38
  5269  210.8645833 -41.4233333   6.11  Ap  468232.52
  5270  210.6325000   9.6863889   6.20  F8  532853.71
  5271  210.5508333  45.7536111   6.27  K2  456959.46
  5272  210.9712500 -22.4216667   6.30  F5  512746.93
  5273  210.8845833  10.7866667   6.30  G8  530864.89
  5274  210.9033333   7.5463889   6.26  G9  533798.52
  5275  210.9825000   4.9008333   6.24  F4  535213.41
  5276  211.0608333  -5.3813889   6.39  K0  534680.66
  5277  211.1125000 -14.9716667   6.28  G6  524883.86
  5278  211.4437500 -54.6694444   6.17  A5  430424.85
  5279  212.1129167 -74.8502778   6.02  G2  370039.59
  5280  210.7487500  50.9719444   6.15  A2  441949.42
  5281  211.6045833 -59.7155556   6.42  B0  415568.76
  5282  210.4608333  68.6786111   6.34  K5  389754.25
  5283  211.1562500   2.2975000   6.28  K0  535563.55
  5284  211.3083333 -16.3358333   6.56  A4  522266.14
  5285  211.5116667 -41.1797222   4.36  B2  467695.98
  5286  211.5454167 -43.0919444   6.20  G8  462555.28
  5287  211.5929167 -26.6825000   3.27  K2  502415.22
  5288  211.6708333 -36.3700000   2.06  K0  479730.91
  5289  212.0595833 -63.2080556   6.40  G8  404849.85
  5290  211.6783333  -9.3133333   5.46  F2  529625.31
  5291  211.0970833  64.3758333   3.65  A0  402246.80
  5292  212.2345833 -59.2766667   6.34  B5  416174.65
  5293  212.6287500 -70.3055556   6.05  K4  383357.69
  5294  212.2162500 -43.4711111   6.17  B9  460363.04
  5295  212.7579167 -69.7197222   6.06  A6  385009.63
  5296  212.3958333 -51.5047222   6.00  B9  438145.37
  5297  212.4783333 -53.4391667   4.75  G9  432598.08
  5298  212.2525000 -10.3344444   6.47  G8  526691.47
  5299  211.9825000  43.8544444   5.27  M4  459751.02
  5300  212.0720833  49.4580556   5.25  M1  444319.22
  5301  212.7104167 -16.3019444   4.91  M2  517898.05
  5302  212.1916667  59.3377778   6.46  K0  416043.80
  5303  214.5575000 -81.0077778   4.91  A2  350624.76
  5304  212.5995833  25.0916667   4.83  F9  503011.16
  5305  211.7350000  74.5936111   6.45  A7  371010.27
  5306  214.2287500 -77.6638889   6.47  K2  360627.28
  5307  212.8800000   1.3622222   6.43  F7  529541.85
  5308  213.3183333 -53.6658333   5.56  K5  430836.37
  5309  213.1020833 -24.3641667   6.34  K0  503056.10
  5310  212.8129167  32.2955556   6.11  K4  486971.82
  5311  213.4162500 -54.6258333   6.11  B5  428023.98
  5312  213.1916667 -27.2611111   5.08  K3  497031.17
  5313  213.0658333   2.4094444   5.01  A0  528683.19
  5314  213.3050000 -26.6122222   6.24  K0  498059.87
  5315  213.2241667 -10.2736111   4.19  K2  523434.56
  5316  213.7375000 -57.0858333   5.07  B4  420709.76
  5317  213.4200000  -0.8455556   5.91  F7  527653.97
  5318  213.6775000 -41.8375000   5.61  G8  461938.36
  5319  213.8383333 -53.5097222   6.39  K3  430562.81
  5320  214.1608333 -66.5877778   5.75  B1  393102.78
  5321  212.2120833  77.5475000   4.82  K3  361843.01
  5322  213.5887500  -5.9475000   6.36  F9  525418.76
  5323  213.5216667  12.9594444   5.54  F6  519606.94
  5324  213.7554167 -29.2819444   6.08  A1  491342.21
  5325  213.9116667 -45.0008333   6.31  F9  453353.62
  5326  214.1425000 -59.9138889   6.39  M5  412246.62
  5327  216.0970833 -82.8486111   6.42  B8  344783.65
  5328  213.3654167  51.7877778   6.69  F1  435981.43
  5329  213.3708333  51.7902778   4.54  A8  435966.79
  5330  213.7116667  10.1005556   5.29  K1  521926.94
  5331  213.7208333   3.3361111   6.45  M4  526082.28
  5332  213.8504167 -18.2008333   5.43  A1  511512.61
  5333  213.6708333  21.8733333   6.39  A7  506026.81
  5334  213.0166667  69.4325000   5.24  M2  385676.09
  5335  213.5979167  41.5188889   6.24  K3  462900.52
  5336  215.5945833 -80.1088889   5.06  B4  352905.77
  5337  214.0762500 -33.2413889   6.55  F0  481855.76
  5338  214.0037500  -6.0005556   4.08  F6  523921.17
  5339  216.7287500 -83.6677778   4.32  K2  342257.10
  5340  213.9154167  19.1825000  -0.04  K1  509790.59
  5341  214.0895833  -6.6219444   6.44  A9  523258.83
  5342  214.1254167  -3.1963889   6.15  A1  524675.80
  5343  214.0175000  18.9119444   5.98  A8  509902.60
  5344  214.2658333 -18.5852778   6.22  G5  509641.32
  5345  213.8204167  52.5358333   6.58  A4  433273.72
  5346  214.1366667  20.1213889   6.25  F8  507612.26
  5347  214.1008333  39.7447222   6.38  F2  466363.57
  5348  214.5991667 -33.2205556   6.54  F0  480674.44
  5349  214.9645833 -61.2730556   5.23  Am  407507.06
  5350  214.0412500  51.3672222   4.75  A9  436154.06
  5351  214.0958333  46.0883333   4.18  A0  450189.38
  5352  214.3683333  15.2633333   5.80  M3  514004.87
  5353  214.5025000  -7.5425000   6.47  G5  521217.84
  5354  214.8508333 -46.0577778   3.55  B2  448967.95
  5355  214.6595833 -18.7161111   5.90  A0  508225.00
  5356  214.7533333 -25.8155556   5.87  F5  495715.74
  5357  214.8495833 -37.0036111   5.94  A2  471412.61
  5358  215.0812500 -56.3866667   4.33  B6  420975.36
  5359  214.7775000 -13.3711111   4.52  A2  514962.02
  5360  214.3379167  51.3072222   6.20  A2  435879.08
  5361  214.4991667  35.5094444   4.81  K0  475680.99
  5362  215.0404167 -43.0588889   5.56  G8  456272.97
  5363  214.4550000  48.0016667   6.32  F5  444548.24
  5364  215.1770833 -45.1872222   4.77  F0  450631.08
  5365  214.8179167  13.0041667   5.41  F5  515239.44
  5366  214.8854167  -2.2655556   5.14  G9  522181.44
  5367  215.1391667 -37.8852778   4.05  A0  468706.49
  5368  214.9204167   0.3841667   6.19  A7  522279.86
  5369  214.7320833  38.7675000   6.86  G9  467457.75
  5370  214.9383333  16.3069444   4.86  K3  510791.74
  5371  215.6541667 -58.4594444   4.92  G8  414552.99
  5372  214.7325000  54.8641667   6.53  A5  425618.55
  5373  214.9487500  38.7938889   6.33  A2  466942.21
  5374  215.0362500  30.4291667   6.44  A5  485679.06
  5375  215.6612500 -48.3202778   6.09  B1  441727.35
  5376  215.5820833 -34.7869444   5.56  B8  474867.63
  5377  215.8345833 -50.7722222   6.02  K2  435037.21
  5378  215.7591667 -39.5122222   4.42  B7  463532.98
  5379  216.2762500 -68.1952778   5.61  A3  386728.16
  5380  215.9516667 -53.1766667   6.00  K1  428487.61
  5381  215.7741667 -27.7538889   4.77  K4  489199.35
  5382  216.4145833 -66.1733333   6.36  A3  392296.31
  5383  215.8566667 -11.7141667   6.21  G7  513085.17
  5384  215.8137500   1.2416667   6.27  G1  519003.39
  5385  215.8441667   8.4450000   6.86  F0  515896.49
  5386  215.8445833   8.4466667   5.12  A0  515893.84
  5387  215.7783333  25.3380556   6.22  F5  493770.78
  5388  216.0037500   8.2436111   5.95  A3  515481.54
  5389  217.4033333 -76.7291667   6.07  K0  361824.68
  5390  216.2025000 -24.8063889   5.32  G8  493540.72
  5391  216.7795833 -65.8216667   5.85  K3  392941.53
  5392  216.0470833   5.8200000   5.10  A5  516776.66
  5393  216.1704167 -11.6697222   6.49  F4  512062.70
  5394  216.0762500   8.0850000   6.19  K4  515337.35
  5395  216.5341667 -45.2213889   4.56  B2  448088.87
  5396  216.5450000 -45.3794444   4.35  F4  447675.19
  5397  216.3741667 -19.9697222   6.61  A2  501042.51
  5398  216.5558333 -42.3191667   6.32  K2  455175.53
  5399  216.4487500 -26.8525000   6.48  G7  489099.83
  5400  216.7079167 -39.8738889   6.35  B7  460696.31
  5401  216.8008333 -46.1344444   5.83  A1  445327.73
  5402  216.3716667  38.3930556   6.27  K2  464867.59
  5403  217.1812500 -59.1977778   6.45  A0  410682.01
  5404  216.2991667  51.8508333   4.05  F7  431484.97
  5405  216.6141667  19.2269444   5.39  F0  501405.38
  5406  216.8516667  -6.1202778   6.17  A2  513773.29
  5407  217.0433333 -29.4916667   4.97  B8  482428.51
  5408  217.8187500 -67.7172222   5.83  K1  386746.48
  5409  217.0504167  -2.2280556   4.81  G2  514412.08
  5410  217.1737500  -6.9005556   5.42  K5  512216.39
  5411  216.8637500  41.0250000   6.63  F1  457658.08
  5412  217.5358333 -45.3216667   5.50  B8  445993.86
  5413  217.5870833 -49.5191667   5.37  A1  435455.79
  5414  217.1312500  28.2891667   7.62  A1  484526.17
  5415  217.1387500  28.2908333   7.12  A1  484502.83
  5416  217.0683333  36.1969444   6.10  K0  468303.11
  5417  217.7354167 -40.8450000   6.39  K3  456283.37
  5418  217.4604167   0.8288889   5.94  A5  513114.33
  5419  217.7950000 -38.8697222   5.97  K1  460688.78
  5420  217.1575000  49.8447222   5.59  G3  435335.96
  5421  218.1370833 -56.8877778   6.93  F5  415607.63
  5422  217.4570833  31.7911111   6.06  A0  476755.96
  5423  217.4033333  41.7958333   6.35  G5  454735.29
  5424  217.6891667   4.7722222   6.02  K4  511396.13
  5425  218.1537500 -50.4569444   4.42  B2  432152.38
  5426  218.3850000 -54.9983333   5.87  F6  420189.51
  5427  218.3745833 -52.6800000   5.87  K0  426162.52
  5428  218.2900000 -30.7141667   6.09  K0  476775.02
  5429  217.9575000  30.3713889   3.58  K3  478311.09
  5430  216.8812500  75.6961111   4.25  K4  365032.66
  5431  218.5333333 -42.0997222   6.60  A2  451725.80
  5432  218.8216667 -60.0158333   6.40  K2  406493.75
  5433  218.0841667  26.6772222   6.01  A7  484897.77
  5434  218.1354167  22.2600000   5.92  F2  492168.83
  5435  218.0195833  38.3083333   3.03  A7  461459.02
  5436  217.6920833  63.1855556   6.09  F4  399289.25
  5437  217.9283333  60.2255556   6.27  F0  407016.68
  5438  218.7112500 -20.4391667   6.50  A4  493148.13
  5439  218.8812500 -41.5172222   5.87  B7  452349.18
  5440  218.8766667 -42.1577778   2.31  B1  450888.76
  5441  218.3345833  36.9594444   6.43  F8  463728.06
  5442  218.1287500  55.3977778   5.76  K5  419517.00
  5443  219.4429167 -67.9322222   6.04  F7  384718.76
  5444  219.0791667 -46.2452778   5.55  K3  440890.30
  5445  218.5487500  32.5344444   6.33  F5  472499.87
  5446  219.1008333 -39.5972222   6.13  K1  456208.97
  5447  218.6700000  29.7450000   4.46  F2  477643.40
  5448  218.6604167  36.6258333   6.03  K5  463700.12
  5449  219.1841667 -40.2116667   5.74  B8  454658.97
  5450  219.3337500 -46.1338889   5.41  G8  440680.77
  5451  218.5662500  57.0652778   6.48  F6  414565.01
  5452  218.6650000  49.3683333   5.74  M1  434020.71
  5453  219.4716667 -49.4258333   4.05  B5  432499.02
  5454  219.0287500  23.2502778   6.38  K0  487945.05
  5455  219.2491667 -12.3052778   6.20  F5  500998.71
  5456  219.5816667 -38.7941667   6.02  K3  456911.74
  5457  219.7958333 -46.5841667   6.07  F7  438749.12
  5458  219.8529167 -49.0555556   6.39  F3  432736.54
  5459  219.8995833 -60.8352778  -0.01  G2  403033.67
  5460  219.9004167 -60.8355556   1.33  K1  403031.94
  5461  220.1366667 -56.4408333   6.30  K0  414000.15
  5462  219.5583333  18.2983333   5.91  K2  493393.10
  5463  220.6266667 -64.9752778   3.19  Ap  391415.31
  5464  219.5520833  43.6419444   5.70  K2  446098.49
  5465  220.4820833 -58.6161111   6.22  F4  408005.01
  5466  220.2558333 -36.1350000   5.67  A0  460981.90
  5467  219.5633333  54.0233333   5.85  A1  420943.46
  5468  219.7091667  44.4044444   5.39  A1  444022.52
  5469  220.4825000 -47.3883333   2.30  B1  435578.51
  5470  221.9650000 -79.0447222   3.83  K3  353244.53
  5471  220.4900000 -37.7936111   4.00  B3  456984.45
  5472  220.0912500  21.9755556   6.10  G0  486680.61
  5473  220.1766667  13.5341667   5.91  F0  496706.47
  5474  220.4629167 -30.9333333   6.37  Ap  470659.45
  5475  220.1816667  16.4183333   4.94  B9  493652.85
  5476  220.1829167  16.4177778   5.88  A6  493649.39
  5477  220.2870833  13.7283333   4.83  A2  496146.76
  5478  220.2870833  13.7283333   4.43  A2  496146.76
  5479  218.4095833  79.6602778   6.26  K3  353105.99
  5480  220.4116667   8.1616667   4.86  G7  500081.10
  5481  220.4312500  11.6605556   5.56  G8  497519.85
  5482  221.3220833 -62.8758333   5.36  A9  396083.52
  5483  220.4758333  21.1236111   6.38  G8  486718.62
  5484  220.8066667 -24.9975000   5.73  B9  479935.90
  5485  220.9141667 -35.1736111   4.05  K3  461336.77
  5486  221.2312500 -58.4777778   6.11  K0  407352.78
  5487  220.7650000  -5.6583333   3.88  F2  500084.03
  5488  221.2954167 -55.6019444   6.10  B2  414416.68
  5489  221.2466667 -35.1919444   4.92  A0  460484.22
  5490  220.8558333  26.5277778   4.81  M3  477318.27
  5491  232.0795833 -88.1330556   6.48  Am  328130.05
  5492  220.5133333  61.2619444   6.25  F2  401185.85
  5493  220.9350000  40.4591667   5.73  K4  450308.45
  5494  221.6212500 -47.4411111   5.74  A1  433337.45
  5495  221.7554167 -52.3836111   5.21  G8  421511.12
  5496  221.2987500  -1.4177778   6.07  M1  499252.63
  5497  221.5004167 -25.4430556   4.94  F2  477202.07
  5498  221.8012500 -52.2055556   6.07  A1  421860.53
  5499  221.5283333 -23.1530556   5.81  G5  480593.53
  5500  222.1850000 -66.5938889   5.91  B2  385627.12
  5501  221.3758333   0.7172222   5.69  B9  499028.65
  5502  221.3104167  16.9644444   4.60  G8  489338.59
  5503  221.4908333 -15.4597222   6.33  K1  490379.31
  5504  221.5454167 -21.1761111   6.40  F7  483329.27
  5505  221.2466667  27.0750000   5.12  A2  475297.26
  5506  221.2466667  27.0741667   2.70  K0  475298.64
  5507  221.3362500  18.8847222   6.13  K0  486971.57
  5508  221.7712500 -38.2908333   5.94  K3  452984.44
  5509  221.8837500 -43.5575000   6.30  G8  441545.28
  5510  221.3070833  32.7883333   6.28  M1  464979.63
  5511  221.5620833   1.8927778   3.72  A0  498249.62
  5512  221.5250000  15.1319444   5.63  M5  490602.70
  5513  221.8070833 -21.3247222   6.06  K5  482314.40
